id,brand,kind,title,content,tags,assetLink,assetLinkArchive
431jd7wz803qllsaxujf,mccray,card,Card 13 — Read the Room,"Moment: When a text lands wrong
Say: ""When in doubt, ask — don't assume.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-13.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-13.png
xti4rslgrjvaswp5o2gu,mccray,card,Card 14 — Behind the Filter,"Moment: When the feed makes them feel small
Say: ""I don't have to earn 'enough.' I already am.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-14.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-14.png
c7o0nod3zgs66uvgo3rc,mccray,card,Card 15 — Keep the Love,"Moment: When a pet or person is gone
Say: ""Love doesn't leave. It changes shape.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-15.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-15.png
4jbzwjjz12gp13lrke6z,mccray,card,Card 16 — The Big Change,"Moment: When everything about home is changing
Say: ""New can become home.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-16.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-16.png
d2alnqtnr1fd9h1426ms,mccray,card,Card 17 — Enough,"Moment: When everyone else has the new thing
Say: ""When I count what I've got, the wanting gets quiet.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-17.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-17.png
8ibtfr5qs0x54m3x9cv8,mccray,card,Card 18 — The Story In You,"Moment: When they think they have no story to tell
Say: ""The story was in me the whole time.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-18.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-18.png
88podn1lhp933cjlq0w9,mccray,card,Card 19 — The Feelings Detective,"Moment: When a big feeling shows up out of nowhere
Say: ""Name it to shrink it.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-19.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-19.png
o833uvhjg1idwrx7lc1b,mccray,card,Card 2 — Solving Problems With Friends,"Moment: When two kids want the same thing
Say: ""Let's take turns!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-02.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-02.png
u9i7ngxypy0ozl9v1b5p,mccray,card,Card 20 — Real or Fake? Think Before You Share,"Moment: When something online begs to be shared fast
Say: ""Sixty seconds of checking beats a fast thumb.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-20.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-20.png
n18lfwp5gthsm9vywrpi,mccray,card,Card 21 — Word Detective,"Moment: When 'reading is too hard' shows up
Say: ""Words are clues. I can crack them.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-21.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-21.png
7ruzvmb6nwk4tqg645gs,mccray,card,Card 22 — The Magic Words: A Grown-Up's Turn (Grown-Up Practice),"Moment: When 'good job' isn't enough
Say: ""You worked so hard on that.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-22.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-22.png
wm0tl7hovr1hwoeicg20,mccray,card,Card 23 — When They Come Home Deflated (Grown-Up Practice),"Moment: When they come home deflated
Say: ""There is nothing wrong with you. You come from greatness.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-23.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-23.png
t5vcjv2punuwxud2pqb2,mccray,card,Card 24 — The Peacemaker's Turn (Grown-Up Practice),"Moment: When you're tempted to referee
Say: ""How could we make this fair for both of you?""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-24.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-24.png
rtf0w1holzkakz7jmh5v,mccray,card,Card 25 — The Voice in Their Head (Grown-Up Practice),"Moment: When their self-talk turns harsh
Say: ""The voice in their head starts as your voice out loud.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-25.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-25.png
goalwlgzz7o8p561fwmu,mccray,card,Card 26 — Coaching the Loss (Grown-Up Practice),"Moment: When they lose the big game
Say: ""I saw how hard you fought out there.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-26.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-26.png
2bkgftt3qpaypspqb7ro,mccray,card,Card 27 — Growing Brain Power: A Grown-Up's Turn (Grown-Up Practice),"Moment: When a task feels too big to start
Say: ""Let's just do this one small part.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-27.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-27.png
9oqd50ga4nfb2rsjznuk,mccray,card,"Card 28 — Try Again, Aaliyah (Little Lab)","Moment: When the puzzle piece won't fit
Say: ""I can try again!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-28.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-28.png
y6oq96h502bll2uwb67j,mccray,card,Card 29 — Room for Bisa (Little Lab),"Moment: When it's their very first day
Say: ""I belong!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-29.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-29.png
3eig4g3h289e4y95bkf3,mccray,card,Card 3 — Level Up Your Mind Game,"Moment: When The Doubt whispers 'told you'
Say: ""A mistake is a clue, not a verdict.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-03.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-03.png
7hwhkmnornzdwujh61sj,mccray,card,Card 30 — The Clapping Song (Little Lab),"Moment: When their whole body has the wiggles
Say: ""I've got rhythm!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-30.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-30.png
j7gic6ehxl86nrka15nm,mccray,card,Card 31 — Quiet Words (Little Lab),"Moment: When a party gets too loud
Say: ""I can breathe!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-31.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-31.png
40s64xmcrr09c2a0coue,mccray,card,Card 32 — Emeka Keeps Going (Little Lab),"Moment: When the tower keeps wobbling
Say: ""I have patience!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-32.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-32.png
ra2az9m114ra0hrhyu03,mccray,card,Card 4 — Growing Your Brain Power Every Day!,"Moment: When 'I can't do it' shows up
Say: ""Little by little — that's how big things happen!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-04.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-04.png
rkbikdk91zvx97t096i3,mccray,card,Card 5 — Magic Words: Grow Your Brain Bigger,"Moment: When they think they're 'not smart'
Say: ""Trying hard is the real magic!""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-05.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-05.png
shpj8ydeuuxninovwzny,mccray,card,Card 6 — Stay Strong: A Resilience Toolkit,"Moment: When the world questions their worth
Say: ""You are beautiful and brilliant, just as you are. Confidence is armor for a world that might question your worth.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-06.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-06.png
iqc62ueml1ebhcaa5jf4,mccray,card,Card 7 — The Worry That Shrank,"Moment: Before a scary first day
Say: ""Feelings first. Fixing second.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-07.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-07.png
59bwsxfn1txwq1r44vxl,mccray,card,Card 8 — The Finish Muscle,"Moment: When 'just one peek' turns into an hour
Say: ""I can notice the Pull without following it.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-08.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-08.png
jhtc14l84fjlj6ivl1ii,mccray,card,Card 9 — The Whole Story,"Moment: When a friend walks right past you
Say: ""'Mean' is usually 'hurting' in a costume.""",,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output\mccray-09.png,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output\mccray-09.png
jqoq7k2c3ckza56yelbs,mccray,folder,Reels folder,"All 8 curated Reels, plus the launch Reel's editable timed-script source (src/).",,C:\Users\ellas\Downloads\mccray-learning-lab-site\facebook-kit\reels,F:\Sanders Learning Archive\02-McCray-Learning-Lab\mccray-learning-lab-site\facebook-kit\reels
pwvt97s8k7w4d9c0mfzs,mccray,folder,Script cards folder (EN + ES),All 64 rendered script-card PNGs (32 EN + 32 ES) plus thumbs/.,,C:\Users\ellas\Downloads\Daily Lessons for Kids\marketing\script-cards\mccray\output,F:\Sanders Learning Archive\01-Sanders-Learning\daily-lessons-for-kids\marketing\script-cards\mccray\output
0gj28zc6bxl9rvud8ikk,mccray,folder,Spotlights folder,All 5 spotlight post images.,,C:\Users\ellas\Downloads\mccray-learning-lab-site\facebook-kit\spotlights,F:\Sanders Learning Archive\02-McCray-Learning-Lab\mccray-learning-lab-site\facebook-kit\spotlights
8zurw2i227mucvpdzw3j,mccray,hashtags,Facebook set (pick 3-5),#McCrayLearningLab #SEL #GrowthMindset #ReadAloud #KidsBooks,,,
v3xryw6lui13h7zufgq0,mccray,hashtags,"Instagram core set (~24, paste as-is)",#McCrayLearningLab #SEL #SocialEmotionalLearning #GrowthMindset #BigFeelings #EmotionalIntelligence #KidLit #ReadAloud #RaisingReaders #EarlyLiteracy #KidsMentalHealth #ConsciousParenting #GentleParenting #TeachersOfInstagram #ElementaryTeacher #Homeschool #Homeschooling #ScreenTimeDoneRight #StoryTime #ParentingTips #ChildDevelopment #TeacherLife #EdTech #StoryComics,,,
1jwxfzyr291s9plaqi02,mccray,hashtags,Topic add-on — announcement / evergreen,#EdTechForKids #LearningThroughStories,,,
d9rzr0cw2xg9qhl0w929,mccray,hashtags,Topic add-on — grief (Keep the Love),#ChildhoodGrief #GriefSupport #PetLoss,,,
2705g31zedg4nxxnmdal,mccray,hashtags,Topic add-on — reading (Word Detective / Finish Muscle),#ReadingComprehension #EarlyReaders #Phonics #ReadingStamina,,,
c8y866qrwetr526wsyzm,mccray,hashtags,Topic add-on — sports (Level Up / Train Like a Champion),#YouthBasketball #KidsSports #MindsetMatters,,,
3erdenw9p8pwzj3ea9n4,mccray,rule,Platform quick-rules,"Facebook: links in the post text are clickable — put mccraylearninglab.com right in the caption. Keep hashtags light (3-5).
Instagram feed: links in captions are NOT clickable — write ""link in bio"" and put the URL in your bio (or a Linktree). Hashtags can go up to ~30.
Stories (FB & IG): add a link sticker so it's tappable.
Everywhere: mccraylearninglab.com (or a specific story path).",,,
esw01ed9iuovfsrxtdnj,mccray,rule,Script cards — Spanish set,"All 32 cards have a 1:1 Spanish twin (marketing/script-cards/mccray/output/mccray-es-NN.png) — independently drafted + verified translations, since McCray has no bilingual source text for these lines. Example, Card 1: hook ""Cuando digan 'no puedo'"", say ""Agrega una palabra chiquita. No puedo ganar… ¡TODAVÍA!""",,,
sa3uke5eg4pokrd4p5xh,mccray,rule,Script-card caption starter,"The words for a hard moment, ready before you need them. 🤎
The moment: [hook].
What to practice saying: ""[say]""
Rehearse the whole moment, free, at mccraylearninglab.com.
A practice tool, not therapy.",,,
7d6p1zadnp2dskw9o4sb,mccray,rule,"Truth-in-copy rule (Aug 17, 2026)","The Lab is freemium. Six SEL comics are free forever (Solving Problems With Friends · Growing Your Brain Power Every Day! · Magic Words: Grow Your Brain Bigger · Train Like a Champion · Level Up Your Mind Game · Stay Strong: A Resilience Toolkit) plus Little Lab letters A-F, plus one rotating free story each month. Everything else needs the membership ($4.99/mo · $36/yr · $99/yr classroom). Never say ""25 free"" or ""free to play"" as a blanket claim; per-story ""free"" claims only on the six. No em dashes in any posted copy.",,,
